Project,Subproject of Deployments_annotated.jmp,Deployment,Deployme_1,Date_Out,Date_Retri,First_Dete,Survey_Day,Latitude,Longitude,Time_Zone,Habitat,Feature_Wa,Feature_Ro,Feature_Hu,Feature__1,Feature_Lo,Vegetation,Vegetati_1,Vegetati_2,Camera_Hei,Resticted_,Obstructed,Wide,gppcum_0.5deg,gppmin_0.5deg,gppvar_0.5deg,GPP_VAR1km,GPP_min1km,CUM_GPP1km,cultiv1km,gpw_v4_pop,GPP_Cum_combo,GPP_Min_combo,GPP_Var_combo,pop_log1p,GPP_min_combo_log1p,Subproject of untitled 3,Deployment_Name,N(Abert's Squirrel),N(Allen's Chipmunk),N(American Badger),N(American Beaver),N(American Bison),N(American Black Bear),N(American Marten),N(American Mink),N(American Red Squirrel),N(American Robin),N(Arizona Gray Squirrel),N(Bald Eagle),N(Bicycle),N(Black Vulture),N(Black-tailed Jackrabbit),N(Black-tailed Prairie Dog),N(Bobcat),N(Brown Bear),N(Brush Rabbit),N(Bushy-tailed Woodrat),N(California Quail),N(Camera Trapper),N(Canada Goose),N(Canada Lynx),N(Cliff Chipmunk),N(Collared Peccary),N(Common Pheasant),N(Corvid species),N(Coyote),N(Desert Cottontail),N(Desert Woodrat),N(Domestic Cat),N(Domestic Cow),N(Domestic Dog),N(Domestic Horse),N(Domestic Sheep),N(Douglas's Squirrel),N(Dusky Grouse),N(Eastern Chipmunk),N(Eastern Cottontail),N(Eastern Fox Squirrel),N(Eastern Gray Squirrel),N(Eastern Woodrat),N(Ermine),N(Fisher),N(Gambel's Quail),N(Gemsbok),N(Golden Eagle),N(Gray Wolf),N(Great Blue Heron),N(Greater Roadrunner),N(Grey Fox),N(Harris's Antelope Squirrel),N(Human non-staff),N(Javan Mongoose),N(Kit Fox),N(Least Chipmunk),N(Long-tailed Weasel),N(Marsh Rabbit),N(Merriam's Kangaroo Rat),N(Mexican Woodrat),N(Moose),N(Mountain Beaver),N(Mountain Cottontail),N(Mountain Quail),N(Mule Deer),N(Muskrat),N(Nine-banded Armadillo),N(No Animal),N(North American Otter),N(North American Porcupine),N(Northern Flying Squirrel),N(Northern Raccoon),N(Other Bird species),N(Owl species),N(Peromyscus species),N(Pronghorn),N(Puma),N(Pygmy Rabbit),N(Raptor species),N(Rattus species),N(Red Fox),N(Red Wolf),N(Reptile species),N(Ringtail),N(Rock Squirrel),N(Ruffed Grouse),N(Sharp-tailed Grouse),N(Snowshoe Hare),N(Southern Flying Squirrel),N(Spruce Grouse),N(Striped Skunk),N(Swamp Rabbit),N(Townsend's Chipmunk),N(Turkey Vulture),N(Uinta Chipmunk),N(Unknown Animal),N(Unknown Bear),N(Unknown Bird),N(Unknown Canid),N(Unknown Cervid),N(Unknown Chipmunk),N(Unknown Cottontail),N(Unknown Flying Squirrel),N(Unknown Ground Squirrel),N(Unknown Ground-Dove),N(Unknown Large Weasel_Badger_Otter),N(Unknown Pig_Peccary),N(Unknown Rabbit_Hare),N(Unknown Raptor),N(Unknown Skunk),N(Unknown Small Mammal),N(Unknown Small Weasel),N(Unknown Squirrel),N(Unknown Woodrat),N(Vehicle),N(Virginia Opossum),N(Wapiti),N(Western Gray Squirrel),N(Western Spotted Skunk),N(White-tailed Antelope Squirrel),N(White-tailed Deer),N(White-tailed Jackrabbit),N(Wild Boar),N(Wild Turkey),N(Woodchuck)
Snapshot USA - 2019,DE_Forest_Wilmington,DE_Forest_Wilmington_8,d57242,08/28/2019,10/11/2019,08/28/2019,44,39.66203,-75.68302,EST,forest,0,0,0,0,0,medium,high,high,1,1,0,0,12670.5,15.409,0.825351,-9999,-9999,-9999,0.0174472,1128.99,12670.5,15.409,0.825351,7.0299640621,2.7978299648,DE_Forest_Wilmington,DE_Forest_Wilmington_8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,7,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,3
Snapshot USA - 2019,DE_Forest_Wilmington,DE_Forest_Wilmington_9,d57243,08/27/2019,10/11/2019,08/27/2019,45,39.63511,-75.68611,EST,forest,0,0,0,1,0,medium,high,medium,0,0,0,0,12508.2,15.5602,0.82695,-9999,-9999,-9999,0.0146924,1995.46,12508.2,15.5602,0.82695,7.5991308912,2.8070022262,DE_Forest_Wilmington,DE_Forest_Wilmington_9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,13,0,156,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,2
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_1,d57437,09/01/2019,09/29/2019,09/01/2019,28,40.13461,-88.15197,CST,forest,0,0,0,0,0,medium,low,high,1,0,0,0,9463.13,5.18403,1.12777,0.94857,5,11550,0.634527,41.0441,11550,5,0.94857,3.7387190674,1.7917594692,IL_Forest_Urbana,IL_Forest_Urbana_1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,9,0,0,0,0,18,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_10,d57446,09/01/2019,09/30/2019,09/01/2019,29,40.13079,-88.14232,CST,forest,0,0,0,0,1,low,low,high,1,0,0,0,9455.3,5.18148,1.12809,1.02047,7,10950,0.375574,21.7816,10950,7,1.02047,3.1259531926,2.0794415417,IL_Forest_Urbana,IL_Forest_Urbana_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,0,78,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_11,d57447,09/01/2019,09/30/2019,09/01/2019,29,40.14385,-88.16365,CST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0,9457.53,5.16903,1.12563,0.942984,5,11075,0.285583,54.6519,11075,5,0.942984,4.0191162191,1.7917594692,IL_Forest_Urbana,IL_Forest_Urbana_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,42,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_12,d57448,09/01/2019,09/30/2019,09/01/2019,29,40.14329,-88.16687,CST,forest,0,0,0,0,1,medium,low,high,1,0,0,0,9463.06,5.18715,1.12709,0.876395,4,10971,0.31405,67.6655,10971,4,0.876395,4.2292468897,1.6094379124,IL_Forest_Urbana,IL_Forest_Urbana_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_13,d57449,09/01/2019,09/30/2019,09/01/2019,29,40.14542,-88.16637,CST,forest,0,0,0,0,0,low,low,medium,1,0,0,0,9457.53,5.16903,1.12563,0.942984,5,11075,0.408632,54.6519,11075,5,0.942984,4.0191162191,1.7917594692,IL_Forest_Urbana,IL_Forest_Urbana_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,68,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_14,d57450,09/01/2019,09/30/2019,09/01/2019,29,40.14731,-88.16746,CST,forest,0,0,0,0,0,low,low,high,1,0,0,0,9457.53,5.16903,1.12563,0.942984,5,11075,0.445363,67.6655,11075,5,0.942984,4.2292468897,1.7917594692,IL_Forest_Urbana,IL_Forest_Urbana_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,2,0,0,0,0,46,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_2,d57438,09/01/2019,09/29/2019,09/06/2019,28,40.12898,-88.14683,CST,forest,0,0,0,0,0,high,medium,high,2,0,0,0,9463.13,5.18403,1.12777,0.94857,5,11550,0.336088,21.7816,11550,5,0.94857,3.1259531926,1.7917594692,IL_Forest_Urbana,IL_Forest_Urbana_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_3,d57439,09/01/2019,09/29/2019,09/01/2019,28,40.12911,-88.15123,CST,forest,0,0,0,0,0,low,low,high,1,0,0,0,9463.13,5.18403,1.12777,0.94857,5,11550,0.559229,40.2305,11550,5,0.94857,3.7191782737,1.7917594692,IL_Forest_Urbana,IL_Forest_Urbana_3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,0,0,12,0,0,0,0,101,0,0,0,1
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_4,d57440,09/01/2019,09/29/2019,09/01/2019,28,40.13101,-88.14814,CST,forest,0,0,0,0,0,high,medium,high,1,0,0,0,9463.13,5.18403,1.12777,0.94857,5,11550,0.317723,21.7816,11550,5,0.94857,3.1259531926,1.7917594692,IL_Forest_Urbana,IL_Forest_Urbana_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_5,d57441,09/01/2019,09/29/2019,09/01/2019,28,40.13097,-88.1513,CST,forest,0,0,0,0,1,low,medium,high,1,0,0,0,9463.13,5.18403,1.12777,0.94857,5,11550,0.511478,40.2305,11550,5,0.94857,3.7191782737,1.7917594692,IL_Forest_Urbana,IL_Forest_Urbana_5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,133,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_7,d57443,09/01/2019,09/30/2019,09/01/2019,29,40.1341,-88.14252,CST,forest,0,0,0,0,1,low,low,high,1,0,0,0,9455.3,5.18148,1.12809,1.02047,7,10950,0.518825,13.2388,10950,7,1.02047,2.6559706328,2.0794415417,IL_Forest_Urbana,IL_Forest_Urbana_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,148,5,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,136,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,82,0,2,3,0,0,0,0,102,0,0,0,1
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_8,d57444,09/01/2019,09/30/2019,09/01/2019,29,40.13243,-88.14085,CST,forest,0,0,0,0,1,low,low,high,1,0,0,0,9455.3,5.18148,1.12809,1.02047,7,10950,0.465565,26.8534,10950,7,1.02047,3.3269550415,2.0794415417,IL_Forest_Urbana,IL_Forest_Urbana_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,129,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,0,0,3,0,0,0,0,40,0,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_9,d57445,09/01/2019,09/30/2019,09/01/2019,29,40.13003,-88.13927,CST,forest,0,0,0,0,1,medium,medium,high,1,0,0,0,9455.3,5.18148,1.12809,1.02047,7,10950,0.500459,26.8534,10950,7,1.02047,3.3269550415,2.0794415417,IL_Forest_Urbana,IL_Forest_Urbana_9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,65,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,85,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,4,0,0,0,0,146,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_1,d62980,10/23/2019,11/09/2019,10/23/2019,17,40.2351,-78.66541,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,14460.3,3.8798,0.942911,0.969378,0,16922,0,3.92881,16922,0,0.969378,1.5950975796,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_10,d62989,10/22/2019,11/11/2019,10/22/2019,20,40.31224,-78.63055,EST,forest,0,0,0,0,0,high,high,high,1,0,0,0,14440.4,3.33522,0.943552,0.958404,0,17432,0,0.726337,17432,0,0.958404,0.5460018227,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_11,d62990,10/22/2019,11/04/2019,10/22/2019,13,40.31515,-78.63551,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,14462.3,3.21642,0.944167,0.973816,0,16990,0,5.92156,16990,0,0.973816,1.9346411777,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_12,d62991,10/22/2019,11/09/2019,10/22/2019,18,40.32014,-78.63299,EST,forest,0,0,0,0,0,Low,Low,Low,1,0,0,0,14475.8,3.09453,0.944534,0.971435,0,16423,0,0.656758,16423,0,0.971435,0.5048626807,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_13,d62992,10/22/2019,11/06/2019,10/22/2019,15,40.32206,-78.63587,EST,forest,0,0,0,0,0,high,medium,high,1,0,0,0,14475.8,3.09453,0.944534,0.971435,0,16423,0.00183655,6.31062,16423,0,0.971435,1.9893280855,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_14,d62993,10/22/2019,11/11/2019,10/22/2019,20,40.32207,-78.60515,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,0,14423,3.55292,0.941646,0.942687,6,17219,0,2.62635,17219,6,0.942687,1.2882266328,1.9459101491,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_14,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_15,d62994,10/22/2019,11/07/2019,10/22/2019,16,40.32812,-78.57844,EST,forest,0,0,0,0,0,medium,low,medium,0,0,0,0,14424.8,3.79498,0.939425,0.932222,3,17069,0.0550964,11.0968,17069,3,0.932222,2.4929409548,1.3862943611,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_16,d62995,10/23/2019,11/10/2019,10/23/2019,18,40.29783,-78.59081,EST,forest,0,0,0,0,1,medium,high,medium,0,0,0,0,14400.7,4.04965,0.93958,0.939538,3,17264,0,2.16569,17264,3,0.939538,1.1523710413,1.3862943611,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_17,d62996,10/22/2019,11/02/2019,10/22/2019,11,40.29595,-78.59303,EST,forest,0,0,0,0,0,high,medium,high,1,0,0,0,14400.7,4.04965,0.93958,0.939538,3,17264,0,1.27397,17264,3,0.939538,0.8215272026,1.3862943611,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_18,d62997,10/22/2019,11/11/2019,10/22/2019,20,40.27582,-78.61924,EST,forest,0,0,0,0,1,0,0,0,1,0,1,0,14397.6,4.07167,0.94085,0.943252,1,17674,0,1.93056,17674,1,0.943252,1.075193531,0.6931471806,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_19,d62998,10/22/2019,11/07/2019,10/22/2019,16,40.33417,-78.6275,EST,forest,0,0,0,0,0,high,high,high,1,0,0,0,14470.9,3.09461,0.944492,0.953231,2,17729,0,1.67207,17729,2,0.953231,0.9828534529,1.0986122887,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_20,d62999,10/22/2019,11/08/2019,10/22/2019,17,40.34004,-78.63334,EST,forest,0,0,0,0,0,high,low,medium,1,0,0,0,14504.5,2.85073,0.94556,0.947407,0,16668,0.00275482,2.10568,16668,0,0.947407,1.133232693,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
